,rpm,t,id,iq,torque,motorpwr,accpwr,current,voltage,vout,vd,vq,phasepwr
353,3531,160,-163.2996410884681,425.0,150.6090528179085,55692.92115239976,61709.607925096694,277.77033996015996,222.1578150697534,125.14594764163095,-118.76251990804404,44.411727341279004,57728.82216432553
354,3541,160,-169.87206171413106,425.0,150.67190159014137,55873.95311774156,61910.19736037847,279.18740239369714,221.7484257327045,124.90958659768239,-119.13252816513534,42.7395765002112,57928.68673464344
355,3551,160,-173.8526805991036,424.4737610257517,150.52335576868677,55976.50347002835,62023.826559588204,279.9915475871871,221.51610818630527,124.77545799973133,-119.34149023494466,41.762792077515186,57996.619430238716
356,3561,160,-174.22806171403482,423.27167242797526,150.10065608946655,55976.50347002665,62023.82655958631,279.9921739181598,221.51592723928724,124.77535352992174,-119.34073901440155,41.76430368866174,57873.95174909819
357,3571,160,-174.6008474317147,422.07638631616794,149.68032381254378,55976.503470027,62023.826559586705,279.99242825243306,221.51585376211568,124.77531110785698,-119.33999312074697,41.765988288643456,57752.16107335573
358,3581,160,-174.9713538913439,420.8878372503244,149.2623391048888,55976.503470028365,62023.826559588226,279.9924777611524,221.51583945904667,124.77530284997623,-119.33925191881553,41.76776437363888,57631.24018475905
359,3591,160,-175.33991800006922,419.7059599679932,148.8466823543861,55976.5034700277,62023.82655958749,279.9925033555295,221.51583206483113,124.7752985809239,-119.33851473236406,41.769543727315856,57511.18224469067
360,3601,160,-175.7065516659638,418.53069856300544,148.43333416678888,55976.50347002835,62023.826559588204,279.9925033555316,221.51583206483053,124.77529858092355,-119.33778153553793,41.77132722615044,57391.97963323701
361,3611,160,-176.0713145407058,417.36199648436,148.0222753626715,55976.503470028365,62023.826559588226,279.9925033555318,221.51583206483045,124.7752985809235,-119.33705220703617,41.773102436778366,57273.624983872694
362,3621,160,-176.4342208440896,416.19979900567415,147.61348697448318,55976.50347002802,62023.82655958784,279.99250335552944,221.51583206483113,124.7752985809239,-119.33632671647605,41.77486941432088,57156.11087488637
363,3631,160,-176.79528465281976,415.04405200730497,147.2069502436189,55976.503470025586,62023.82655958514,279.9925033555252,221.51583206483238,124.77529858092461,-119.33560503378735,41.77662821345295,57039.42996561832
364,3641,160,-177.1545199025211,413.8947019680355,146.80264661757946,55976.503470028365,62023.826559588226,279.99250335553216,221.51583206483036,124.77529858092346,-119.33488712922852,41.77837888834486,56923.57499538084
365,3651,160,-177.51194038888667,412.75169595666944,146.40055774708486,55976.503470028365,62023.826559588226,279.9925033555171,221.5158320648347,124.77529858092596,-119.33417297333293,41.780121492836216,56808.538782333184
366,3661,160,-177.86755977022503,411.6149816241151,146.00066548336704,55976.50347002835,62023.826559588204,279.9925033555229,221.51583206483303,124.775298580925,-119.3334625369637,41.78185608021306,56694.314222473135
367,3671,160,-178.22139156844383,410.48450719525977,145.60295187539418,55976.50347002472,62023.82655958419,279.99250335553137,221.5158320648306,124.77529858092359,-119.3327557912623,41.78358270341394,56580.894288548196
368,3681,160,-178.57344917144488,409.3602214613209,145.20739916723377,55976.50347002634,62023.82655958598,279.99250335552756,221.5158320648317,124.77529858092423,-119.33205270770446,41.7853014148341,56468.27202908147
369,3691,160,-178.92374583418447,408.24207377191686,144.81398979534185,55976.50347002835,62023.826559588204,279.9925033555319,221.51583206483042,124.77529858092349,-119.33135325803129,41.78701226649624,56356.44056730271
370,3701,160,-179.27229468007204,407.1300140274444,144.42270638600093,55976.50347002654,62023.8265595862,279.9925033555294,221.51583206483116,124.77529858092392,-119.33065741423421,41.78871531012177,56245.39310014252
371,3711,160,-179.61910870387376,406.02399267200525,144.03353175278528,55976.5034700262,62023.82655958582,279.9925033555217,221.51583206483338,124.7752985809252,-119.32996514867223,41.79041059676873,56135.12289736151
372,3721,160,-179.96420077200588,404.9239606856371,143.6464488940088,55976.503470028365,62023.826559588226,279.99250335553046,221.51583206483087,124.77529858092375,-119.32927643393818,41.792098177199996,56025.62330047134
373,3731,160,-180.30758362437143,403.82986957721806,143.26144099024572,55976.50347002835,62023.826559588204,279.9925033555294,221.51583206483116,124.77529858092392,-119.3285912428942,41.793778101810744,55916.88772182087
374,3741,160,-180.64926987617815,402.7416713773971,142.87849140192156,55976.50347002645,62023.8265595861,279.9925033555307,221.51583206483082,124.77529858092372,-119.32790954868152,41.79545042055288,55808.909643676285
375,3751,160,-180.9892720196538,401.65931863170255,142.49758366691697,55976.50347002823,62023.82655958807,279.99250335551966,221.51583206483397,124.77529858092554,-119.3272313247484,41.79711518288177,55701.682617330334
376,3761,160,-181.3276024248247,400.5827643933796,142.11870149816184,55976.503470026255,62023.82655958589,279.9925033555319,221.51583206483042,124.77529858092349,-119.32655654476073,41.79877243796457,55595.20026212387
377,3771,160,-181.66427334151675,399.5119622168802,141.74182878137577,55976.503470024305,62023.82655958373,279.99250335550056,221.51583206483951,124.77529858092873,-119.32588518267886,41.800422234534004,55489.45626462589
378,3781,160,-181.99929690099822,398.44686615109833,141.36694957275807,55976.50347002746,62023.82655958722,279.9925033555304,221.51583206483087,124.77529858092375,-119.32521721272582,41.80206462083548,55384.4443777372
379,3791,160,-182.33268511656996,397.387430732753,140.99404809670452,55976.503470028365,62023.826559588226,279.9925033555319,221.51583206483042,124.77529858092349,-119.32455260936227,41.803699644874726,55280.158419804975
380,3801,160,-182.66444988569222,396.33361097998596,140.6231087436482,55976.503470028365,62023.826559588226,279.99250335552813,221.5158320648315,124.77529858092412,-119.32389134730249,41.80532735421426,55176.59227379647
381,3811,160,-182.99460299136402,395.28536238608774,140.25411606785798,55976.50347002835,62023.826559588204,279.992503355517,221.51583206483474,124.77529858092598,-119.32323340153462,41.806947795979994,55073.73988648343
382,3821,160,-183.3231561032228,394.24264091312017,139.88705478529118,55976.503470027405,62023.826559587156,279.9925033555318,221.51583206483045,124.7752985809235,-119.32257874727883,41.80856101694329,54971.595267587596
383,3831,160,-183.65012077903074,393.2054029858721,139.52190977149746,55976.50347002835,62023.826559588204,279.9925033555315,221.51583206483056,124.77529858092358,-119.32192736001777,41.8101670634855,54870.15248900002
384,3841,160,-183.97550846568564,392.17360548562607,139.15866605951751,55976.50347002835,62023.826559588204,279.9925033555195,221.515832064834,124.77529858092555,-119.32127921543866,41.81176598169547,54769.4056839388
385,3851,160,-184.29933050133334,391.1472057444667,138.79730883786206,55976.503470028365,62023.826559588226,279.99250335553216,221.51583206483036,124.77529858092346,-119.3206342895163,41.813357817138574,54669.34904624088
386,3861,160,-184.62159811543913,390.1261615390713,138.437823448477,55976.50347002447,62023.82655958391,279.99250335553137,221.5158320648306,124.77529858092359,-119.31999255840066,41.814942615219884,54569.976829492814
387,3871,160,-184.94232243167832,389.1104310853931,138.08019538481187,55976.50347002835,62023.826559588204,279.9925033555244,221.5158320648326,124.77529858092475,-119.31935399856236,41.81652042071183,54471.28334640331
388,3881,160,-185.26151446750572,388.09997303244046,137.72441028977244,55976.503470028365,62023.826559588226,279.9925033555258,221.5158320648322,124.77529858092453,-119.3187185866192,41.818091278255714,54373.26296790492
389,3891,160,-185.57918513640428,387.09474645702335,137.37045395388483,55976.50347002407,62023.82655958347,279.99250335553216,221.51583206483036,124.77529858092346,-119.31808629944358,41.819655232068065,54275.91012251407
390,3901,160,-185.89534524920862,386.0947108582668,137.0183123134067,55976.50347002761,62023.82655958738,279.9925033555321,221.51583206483036,124.77529858092346,-119.31745711416879,41.821212325913166,54179.219295613904
391,3911,160,-186.2100055144705,385.09982615189944,136.66797144837687,55976.503470027856,62023.82655958766,279.9925033555189,221.5158320648342,124.77529858092566,-119.31683100809514,41.82276260335658,54083.1850286605
392,3921,160,-186.52317654053914,384.1100526651781,136.31941758087385,55976.503470028314,62023.82655958817,279.99250335553177,221.51583206483048,124.77529858092352,-119.3162079587743,41.82430610750301,53987.80191855657
393,3931,160,-186.83486883611684,383.1253511314981,135.9726370731614,55976.503470027375,62023.82655958713,279.9925033555227,221.51583206483312,124.77529858092505,-119.31558794396464,41.82584288118411,53893.06461691985
394,3941,160,-187.14509281193668,382.1456826852825,135.62761642593424,55976.503470028365,62023.826559588226,279.99250335553194,221.51583206483042,124.77529858092349,-119.31497094165317,41.827372966804894,53798.96782942542
395,3951,160,-187.45385878127945,381.17100885676365,135.2843422765393,55976.50347002835,62023.826559588204,279.99250335553154,221.51583206483056,124.77529858092358,-119.31435693001409,41.8288964065348,53705.50631509723
396,3961,160,-187.76117696158715,380.2012915670589,134.94280139727385,55976.50347002783,62023.82655958762,279.9925033555283,221.51583206483147,124.7752985809241,-119.31374588744005,41.83041324216375,53612.67488567771
397,3971,160,-188.0670574755961,379.23649312325404,134.60298069367892,55976.503470027536,62023.8265595873,279.99250335552244,221.51583206483318,124.77529858092508,-119.31313779254998,41.83192351509745,53520.4684049842
398,3981,160,-188.37151035213307,378.2765762134198,134.2648672028653,55976.50347002835,62023.826559588204,279.99250335552733,221.51583206483178,124.77529858092427,-119.312532624151,41.83342726645058,53428.881788236235
399,3991,160,-188.6745455271054,377.3215039018068,133.9284480918549,55976.5034700269,62023.826559586596,279.99250335552495,221.51583206483247,124.77529858092467,-119.31193036123385,41.83492453707745,53337.91000142043
400,4001,160,-188.97617284523756,376.3712396243035,133.5937106559877,55976.503470028365,62023.826559588226,279.99250335553046,221.51583206483087,124.77529858092375,-119.31133098303245,41.836415367369916,53247.548060722496
401,4011,160,-189.27640206019228,375.42574718351165,133.26064231727918,55976.50347002835,62023.826559588204,279.99250335552284,221.51583206483303,124.775298580925,-119.31073446893261,41.83789979754367,53157.791031834866
402,4021,160,-189.5752428363892,374.48499074437797,132.9292306228797,55976.50347002757,62023.826559587345,279.99250335551625,221.51583206483497,124.77529858092612,-119.31014079854256,41.8393778674018,53068.63402941662
403,4031,160,-189.87270474969432,373.5489348295842,132.59946324351446,55976.503470028365,62023.826559588226,279.99250335552676,221.51583206483193,124.77529858092436,-119.30954995166032,41.840849616438916,52980.072216470646
404,4041,160,-190.16879728832527,372.61754431508973,132.27132797193931,55976.50347002835,62023.826559588204,279.9925033555249,221.51583206483247,124.77529858092467,-119.30896190826861,41.84231508387583,52892.10080375341
405,4051,160,-190.4635298538384,371.690784425696,131.94481272144841,55976.50347002634,62023.82655958598,279.9925033555225,221.51583206483318,124.77529858092508,-119.30837664851651,41.8437743086646,52804.715049184204
406,4061,160,-190.7569117627509,370.7686207309622,131.61990552440452,55976.50347002835,62023.826559588204,279.9925033555292,221.5158320648312,124.77529858092393,-119.30779415279564,41.84522732929259,52717.910257342184
407,4071,160,-191.04895224646916,369.8510191406203,131.29659453073123,55976.503470028365,62023.826559588226,279.9925033555308,221.51583206483076,124.77529858092369,-119.30721440162748,41.846674184106845,52631.68177880888
408,4081,160,-191.33966045299246,368.9379459006088,130.97486800651967,55976.50347002835,62023.826559588204,279.9925033555237,221.5158320648328,124.77529858092487,-119.30663737573762,41.84811491108473,52546.025009681354
409,4091,160,-191.62904544752968,368.02936758883607,130.65471433257818,55976.50347002528,62023.826559584806,279.99250335551557,221.51583206483517,124.77529858092623,-119.3060630560178,41.849549547937244,52460.93539099604
