          s         mph       hp
          N/A       29.61     N/A       
          N/A       29.62     N/A       
          19.66     29.63     27.05     
          19.66     29.64     27.07     
          N/A       29.65     N/A       
          N/A       29.66     N/A       
          N/A       29.67     N/A       
          N/A       29.68     N/A       
          N/A       29.69     N/A       
          N/A       29.70     N/A       
          N/A       29.71     N/A       
          N/A       29.72     N/A       
          N/A       29.73     N/A       
          N/A       29.74     N/A       
          N/A       29.75     N/A       
          N/A       29.76     N/A       
          N/A       29.77     N/A       
          N/A       29.78     N/A       
          N/A       29.79     N/A       
          N/A       29.80     N/A       
          N/A       29.81     N/A       
          N/A       29.82     N/A       
          N/A       29.83     N/A       
          N/A       29.84     N/A       
          N/A       29.85     N/A       
          N/A       29.86     N/A       
          19.68     29.87     27.49     
          19.68     29.88     27.51     
          N/A       29.89     N/A       
          N/A       29.90     N/A       
          N/A       29.91     N/A       
          N/A       29.92     N/A       
          N/A       29.93     N/A       
          N/A       29.94     N/A       
          N/A       29.95     N/A       
          N/A       29.96     N/A       
          N/A       29.97     N/A       
          N/A       29.98     N/A       
          N/A       29.99     N/A       
          N/A       30.00     N/A       
          N/A       30.01     N/A       
          N/A       30.02     N/A       
          N/A       30.03     N/A       
          N/A       30.04     N/A       
          N/A       30.05     N/A       
          N/A       30.06     N/A       
          N/A       30.07     N/A       
          N/A       30.08     N/A       
          N/A       30.09     N/A       
          N/A       30.10     N/A       
          19.70     30.11     27.92     
          19.70     30.12     27.94     
          N/A       30.13     N/A       
          N/A       30.14     N/A       
          N/A       30.15     N/A       
          N/A       30.16     N/A       
          N/A       30.17     N/A       
          N/A       30.18     N/A       
          N/A       30.19     N/A       
          N/A       30.20     N/A       
          N/A       30.21     N/A       
          N/A       30.22     N/A       
          N/A       30.23     N/A       
          N/A       30.24     N/A       
          N/A       30.25     N/A       
          N/A       30.26     N/A       
          N/A       30.27     N/A       
          N/A       30.28     N/A       
          N/A       30.29     N/A       
          N/A       30.30     N/A       
          N/A       30.31     N/A       
          N/A       30.32     N/A       
          N/A       30.33     N/A       
          19.72     30.34     28.33     
          19.72     30.35     28.35     
          N/A       30.36     N/A       
          N/A       30.37     N/A       
          N/A       30.38     N/A       
          N/A       30.39     N/A       
          N/A       30.40     N/A       
          N/A       30.41     N/A       
          N/A       30.42     N/A       
          N/A       30.43     N/A       
          N/A       30.44     N/A       
          N/A       30.45     N/A       
          N/A       30.46     N/A       
          N/A       30.47     N/A       
          N/A       30.48     N/A       
          N/A       30.49     N/A       
          N/A       30.50     N/A       
          N/A       30.51     N/A       
          N/A       30.52     N/A       
          N/A       30.53     N/A       
          N/A       30.54     N/A       
          N/A       30.55     N/A       
          N/A       30.56     N/A       
          N/A       30.57     N/A       
          N/A       30.58     N/A       
          19.74     30.59     28.76     
          19.74     30.60     28.78     
          N/A       30.61     N/A       
          N/A       30.62     N/A       
          N/A       30.63     N/A       
          N/A       30.64     N/A       
          N/A       30.65     N/A       
          N/A       30.66     N/A       
          N/A       30.67     N/A       
          N/A       30.68     N/A       
          N/A       30.69     N/A       
          N/A       30.70     N/A       
          N/A       30.71     N/A       
          N/A       30.72     N/A       
          N/A       30.73     N/A       
          N/A       30.74     N/A       
          N/A       30.75     N/A       
          N/A       30.76     N/A       
          N/A       30.77     N/A       
          N/A       30.78     N/A       
          N/A       30.79     N/A       
          N/A       30.80     N/A       
          N/A       30.81     N/A       
          N/A       30.82     N/A       
          19.76     30.83     29.17     
          19.76     30.84     29.19     
          N/A       30.85     N/A       
          N/A       30.86     N/A       
          N/A       30.87     N/A       
          N/A       30.88     N/A       
          N/A       30.89     N/A       
          N/A       30.90     N/A       
          N/A       30.91     N/A       
          N/A       30.92     N/A       
          N/A       30.93     N/A       
          N/A       30.94     N/A       
          N/A       30.95     N/A       
          N/A       30.96     N/A       
          N/A       30.97     N/A       
          N/A       30.98     N/A       
          N/A       30.99     N/A       
          N/A       31.00     N/A       
          N/A       31.01     N/A       
          N/A       31.02     N/A       
          N/A       31.03     N/A       
          N/A       31.04     N/A       
          N/A       31.05     N/A       
          N/A       31.06     N/A       
          N/A       31.07     N/A       
          19.78     31.08     29.58     
          19.78     31.09     29.60     
          N/A       31.10     N/A       
          N/A       31.11     N/A       
          N/A       31.12     N/A       
          N/A       31.13     N/A       
          N/A       31.14     N/A       
          N/A       31.15     N/A       
          N/A       31.16     N/A       
          N/A       31.17     N/A       
          N/A       31.18     N/A       
          N/A       31.19     N/A       
          N/A       31.20     N/A       
          N/A       31.21     N/A       
          N/A       31.22     N/A       
          N/A       31.23     N/A       
          N/A       31.24     N/A       
          N/A       31.25     N/A       
          N/A       31.26     N/A       
          N/A       31.27     N/A       
          N/A       31.28     N/A       
          N/A       31.29     N/A       
          N/A       31.30     N/A       
          N/A       31.31     N/A       
          19.80     31.32     29.96     
          19.80     31.33     29.97     
          N/A       31.34     N/A       
          N/A       31.35     N/A       
          N/A       31.36     N/A       
          N/A       31.37     N/A       
          N/A       31.38     N/A       
          N/A       31.39     N/A       
          N/A       31.40     N/A       
          N/A       31.41     N/A       
          N/A       31.42     N/A       
          N/A       31.43     N/A       
          N/A       31.44     N/A       
          N/A       31.45     N/A       
          N/A       31.46     N/A       
          N/A       31.47     N/A       
          N/A       31.48     N/A       
          N/A       31.49     N/A       
          N/A       31.50     N/A       
          N/A       31.51     N/A       
          N/A       31.52     N/A       
          N/A       31.53     N/A       
          N/A       31.54     N/A       
          N/A       31.55     N/A       
          N/A       31.56     N/A       
          19.82     31.57     30.32     
          19.82     31.58     30.33     
          N/A       31.59     N/A       
          N/A       31.60     N/A       
          N/A       31.61     N/A       
          N/A       31.62     N/A       
          N/A       31.63     N/A       
          N/A       31.64     N/A       
          N/A       31.65     N/A       
          N/A       31.66     N/A       
          N/A       31.67     N/A       
          N/A       31.68     N/A       
          N/A       31.69     N/A       
          N/A       31.70     N/A       
          N/A       31.71     N/A       
          N/A       31.72     N/A       
          N/A       31.73     N/A       
          N/A       31.74     N/A       
          N/A       31.75     N/A       
          N/A       31.76     N/A       
          N/A       31.77     N/A       
          N/A       31.78     N/A       
          N/A       31.79     N/A       
          N/A       31.80     N/A       
          N/A       31.81     N/A       
          19.84     31.82     30.63     
          19.84     31.83     30.64     
          N/A       31.84     N/A       
          N/A       31.85     N/A       
          N/A       31.86     N/A       
          N/A       31.87     N/A       
          N/A       31.88     N/A       
          N/A       31.89     N/A       
          N/A       31.90     N/A       
          N/A       31.91     N/A       
          N/A       31.92     N/A       
          N/A       31.93     N/A       
          N/A       31.94     N/A       
          N/A       31.95     N/A       
          N/A       31.96     N/A       
          N/A       31.97     N/A       
          N/A       31.98     N/A       
          N/A       31.99     N/A       
          N/A       32.00     N/A       
          N/A       32.01     N/A       
          N/A       32.02     N/A       
          N/A       32.03     N/A       
          N/A       32.04     N/A       
          N/A       32.05     N/A       
          N/A       32.06     N/A       
          19.86     32.07     30.89     
          19.86     32.08     30.90     
          N/A       32.09     N/A       
          N/A       32.10     N/A       
          N/A       32.11     N/A       
          N/A       32.12     N/A       
          N/A       32.13     N/A       
          N/A       32.14     N/A       
          N/A       32.15     N/A       
          N/A       32.16     N/A       
          N/A       32.17     N/A       
          N/A       32.18     N/A       
          N/A       32.19     N/A       
          N/A       32.20     N/A       
          N/A       32.21     N/A       
          N/A       32.22     N/A       
          N/A       32.23     N/A       
          N/A       32.24     N/A       
          N/A       32.25     N/A       
          N/A       32.26     N/A       
          N/A       32.27     N/A       
          N/A       32.28     N/A       
          N/A       32.29     N/A       
          N/A       32.30     N/A       
          N/A       32.31     N/A       
          19.88     32.32     31.10     
          19.88     32.33     31.10     
          N/A       32.34     N/A       
          N/A       32.35     N/A       
          N/A       32.36     N/A       
          N/A       32.37     N/A       
          N/A       32.38     N/A       
          N/A       32.39     N/A       
          N/A       32.40     N/A       
          N/A       32.41     N/A       
          N/A       32.42     N/A       
          N/A       32.43     N/A       
          N/A       32.44     N/A       
          N/A       32.45     N/A       
          N/A       32.46     N/A       
          N/A       32.47     N/A       
          N/A       32.48     N/A       
          N/A       32.49     N/A       
          N/A       32.50     N/A       
          N/A       32.51     N/A       
          N/A       32.52     N/A       
          N/A       32.53     N/A       
          N/A       32.54     N/A       
          N/A       32.55     N/A       
          N/A       32.56     N/A       
          19.90     32.57     31.24     
          19.90     32.58     31.24     
          N/A       32.59     N/A       
          N/A       32.60     N/A       
          N/A       32.61     N/A       
          N/A       32.62     N/A       
          N/A       32.63     N/A       
          N/A       32.64     N/A       
          N/A       32.65     N/A       
          N/A       32.66     N/A       
          N/A       32.67     N/A       
          N/A       32.68     N/A       
          N/A       32.69     N/A       
          N/A       32.70     N/A       
          N/A       32.71     N/A       
          N/A       32.72     N/A       
          N/A       32.73     N/A       
          N/A       32.74     N/A       
          N/A       32.75     N/A       
          N/A       32.76     N/A       
          N/A       32.77     N/A       
          N/A       32.78     N/A       
          N/A       32.79     N/A       
          N/A       32.80     N/A       
          N/A       32.81     N/A       
          19.92     32.82     31.32     
          19.92     32.83     31.32     
          N/A       32.84     N/A       
          N/A       32.85     N/A       
          N/A       32.86     N/A       
          N/A       32.87     N/A       
          N/A       32.88     N/A       
          N/A       32.89     N/A       
          N/A       32.90     N/A       
          N/A       32.91     N/A       
          N/A       32.92     N/A       
          N/A       32.93     N/A       
          N/A       32.94     N/A       
          N/A       32.95     N/A       
          N/A       32.96     N/A       
          N/A       32.97     N/A       
          N/A       32.98     N/A       
          N/A       32.99     N/A       
          N/A       33.00     N/A       
          N/A       33.01     N/A       
          N/A       33.02     N/A       
          N/A       33.03     N/A       
          N/A       33.04     N/A       
          N/A       33.05     N/A       
          N/A       33.06     N/A       
          19.94     33.07     31.33     
          19.94     33.08     31.33     
          N/A       33.09     N/A       
          N/A       33.10     N/A       
          N/A       33.11     N/A       
          N/A       33.12     N/A       
          N/A       33.13     N/A       
          N/A       33.14     N/A       
          N/A       33.15     N/A       
          N/A       33.16     N/A       
          N/A       33.17     N/A       
          N/A       33.18     N/A       
          N/A       33.19     N/A       
          N/A       33.20     N/A       
          N/A       33.21     N/A       
          N/A       33.22     N/A       
          N/A       33.23     N/A       
          N/A       33.24     N/A       
          N/A       33.25     N/A       
          N/A       33.26     N/A       
          N/A       33.27     N/A       
          N/A       33.28     N/A       
          N/A       33.29     N/A       
          N/A       33.30     N/A       
          19.96     33.31     31.30     
          19.96     33.32     31.29     
          N/A       33.33     N/A       
          N/A       33.34     N/A       
          N/A       33.35     N/A       
          N/A       33.36     N/A       
          N/A       33.37     N/A       
          N/A       33.38     N/A       
          N/A       33.39     N/A       
          N/A       33.40     N/A       
          N/A       33.41     N/A       
          N/A       33.42     N/A       
          N/A       33.43     N/A       
          N/A       33.44     N/A       
          N/A       33.45     N/A       
          N/A       33.46     N/A       
          N/A       33.47     N/A       
          N/A       33.48     N/A       
          N/A       33.49     N/A       
          N/A       33.50     N/A       
          N/A       33.51     N/A       
          N/A       33.52     N/A       
          N/A       33.53     N/A       
          N/A       33.54     N/A       
          19.98     33.55     31.21     
          19.98     33.56     31.20     
          N/A       33.57     N/A       
          N/A       33.58     N/A       
          N/A       33.59     N/A       
          N/A       33.60     N/A       
          N/A       33.61     N/A       
          N/A       33.62     N/A       
          N/A       33.63     N/A       
          N/A       33.64     N/A       
          N/A       33.65     N/A       
          N/A       33.66     N/A       
          N/A       33.67     N/A       
          N/A       33.68     N/A       
          N/A       33.69     N/A       
          N/A       33.70     N/A       
          N/A       33.71     N/A       
          N/A       33.72     N/A       
          N/A       33.73     N/A       
          N/A       33.74     N/A       
          N/A       33.75     N/A       
          N/A       33.76     N/A       
          N/A       33.77     N/A       
          N/A       33.78     N/A       
          20.00     33.79     31.09     
          20.00     33.80     31.08     
          N/A       33.81     N/A       
          N/A       33.82     N/A       
          N/A       33.83     N/A       
          N/A       33.84     N/A       
          N/A       33.85     N/A       
          N/A       33.86     N/A       
          N/A       33.87     N/A       
          N/A       33.88     N/A       
          N/A       33.89     N/A       
          N/A       33.90     N/A       
          N/A       33.91     N/A       
          N/A       33.92     N/A       
          N/A       33.93     N/A       
          N/A       33.94     N/A       
          N/A       33.95     N/A       
          N/A       33.96     N/A       
          N/A       33.97     N/A       
          N/A       33.98     N/A       
          N/A       33.99     N/A       
          N/A       34.00     N/A       
          N/A       34.01     N/A       
          N/A       34.02     N/A       
          20.02     34.03     30.93     
          20.02     34.04     30.93     
          N/A       34.05     N/A       
          N/A       34.06     N/A       
          N/A       34.07     N/A       
          N/A       34.08     N/A       
          N/A       34.09     N/A       
          N/A       34.10     N/A       
          N/A       34.11     N/A       
          N/A       34.12     N/A       
          N/A       34.13     N/A       
          N/A       34.14     N/A       
          N/A       34.15     N/A       
          N/A       34.16     N/A       
          N/A       34.17     N/A       
          N/A       34.18     N/A       
          N/A       34.19     N/A       
          N/A       34.20     N/A       
          N/A       34.21     N/A       
          N/A       34.22     N/A       
          N/A       34.23     N/A       
          N/A       34.24     N/A       
          N/A       34.25     N/A       
          20.04     34.26     30.77     
          20.04     34.27     30.76     
          N/A       34.28     N/A       
          N/A       34.29     N/A       
          N/A       34.30     N/A       
          N/A       34.31     N/A       
          N/A       34.32     N/A       
          N/A       34.33     N/A       
          N/A       34.34     N/A       
          N/A       34.35     N/A       
          N/A       34.36     N/A       
          N/A       34.37     N/A       
          N/A       34.38     N/A       
          N/A       34.39     N/A       
          N/A       34.40     N/A       
          N/A       34.41     N/A       
          N/A       34.42     N/A       
          N/A       34.43     N/A       
          N/A       34.44     N/A       
          N/A       34.45     N/A       
          N/A       34.46     N/A       
          N/A       34.47     N/A       
          N/A       34.48     N/A       
          20.06     34.49     30.59     
          20.06     34.50     30.58     
          N/A       34.51     N/A       
          N/A       34.52     N/A       
          N/A       34.53     N/A       
          N/A       34.54     N/A       
          N/A       34.55     N/A       
          N/A       34.56     N/A       
          N/A       34.57     N/A       
          N/A       34.58     N/A       
          N/A       34.59     N/A       
          N/A       34.60     N/A       
          N/A       34.61     N/A       
          N/A       34.62     N/A       
          N/A       34.63     N/A       
          N/A       34.64     N/A       
          N/A       34.65     N/A       
          N/A       34.66     N/A       
          N/A       34.67     N/A       
          N/A       34.68     N/A       
          N/A       34.69     N/A       
          N/A       34.70     N/A       
          N/A       34.71     N/A       
          20.08     34.72     30.42     
          20.08     34.73     30.41     
          N/A       34.74     N/A       
          N/A       34.75     N/A       
          N/A       34.76     N/A       
          N/A       34.77     N/A       
          N/A       34.78     N/A       
          N/A       34.79     N/A       
          N/A       34.80     N/A       
          N/A       34.81     N/A       
          N/A       34.82     N/A       
          N/A       34.83     N/A       
          N/A       34.84     N/A       
          N/A       34.85     N/A       
          N/A       34.86     N/A       
          N/A       34.87     N/A       
          N/A       34.88     N/A       
          N/A       34.89     N/A       
          N/A       34.90     N/A       
          N/A       34.91     N/A       
          N/A       34.92     N/A       
          N/A       34.93     N/A       
          20.10     34.94     30.26     
          20.10     34.95     30.25     
          N/A       34.96     N/A       
          N/A       34.97     N/A       
          N/A       34.98     N/A       
          N/A       34.99     N/A       
          N/A       35.00     N/A       
          N/A       35.01     N/A       
          N/A       35.02     N/A       
          N/A       35.03     N/A       
          N/A       35.04     N/A       
          N/A       35.05     N/A       
          N/A       35.06     N/A       
          N/A       35.07     N/A       
          N/A       35.08     N/A       
          N/A       35.09     N/A       
          N/A       35.10     N/A       
          N/A       35.11     N/A       
          N/A       35.12     N/A       
          N/A       35.13     N/A       
          N/A       35.14     N/A       
          N/A       35.15     N/A       
          20.12     35.16     30.11     
          20.12     35.17     30.10     
          N/A       35.18     N/A       
          N/A       35.19     N/A       
          N/A       35.20     N/A       
          N/A       35.21     N/A       
          N/A       35.22     N/A       
          N/A       35.23     N/A       
          N/A       35.24     N/A       
          N/A       35.25     N/A       
          N/A       35.26     N/A       
          N/A       35.27     N/A       
          N/A       35.28     N/A       
          N/A       35.29     N/A       
          N/A       35.30     N/A       
          N/A       35.31     N/A       
          N/A       35.32     N/A       
          N/A       35.33     N/A       
          N/A       35.34     N/A       
          N/A       35.35     N/A       
          N/A       35.36     N/A       
          N/A       35.37     N/A       
          20.14     35.38     29.96     
          20.14     35.39     29.96     
          N/A       35.40     N/A       
          N/A       35.41     N/A       
          N/A       35.42     N/A       
          N/A       35.43     N/A       
          N/A       35.44     N/A       
          N/A       35.45     N/A       
          N/A       35.46     N/A       
          N/A       35.47     N/A       
          N/A       35.48     N/A       
          N/A       35.49     N/A       
          N/A       35.50     N/A       
          N/A       35.51     N/A       
          N/A       35.52     N/A       
          N/A       35.53     N/A       
          N/A       35.54     N/A       
          N/A       35.55     N/A       
          N/A       35.56     N/A       
          N/A       35.57     N/A       
          N/A       35.58     N/A       
          20.16     35.59     29.84     
          20.16     35.60     29.83     
          N/A       35.61     N/A       
          N/A       35.62     N/A       
          N/A       35.63     N/A       
          N/A       35.64     N/A       
          N/A       35.65     N/A       
          N/A       35.66     N/A       
          N/A       35.67     N/A       
          N/A       35.68     N/A       
          N/A       35.69     N/A       
          N/A       35.70     N/A       
          N/A       35.71     N/A       
          N/A       35.72     N/A       
          N/A       35.73     N/A       
          N/A       35.74     N/A       
          N/A       35.75     N/A       
          N/A       35.76     N/A       
          N/A       35.77     N/A       
          N/A       35.78     N/A       
          N/A       35.79     N/A       
          N/A       35.80     N/A       
          20.18     35.81     29.72     
          20.18     35.82     29.71     
          N/A       35.83     N/A       
          N/A       35.84     N/A       
          N/A       35.85     N/A       
          N/A       35.86     N/A       
          N/A       35.87     N/A       
          N/A       35.88     N/A       
          N/A       35.89     N/A       
          N/A       35.90     N/A       
          N/A       35.91     N/A       
          N/A       35.92     N/A       
          N/A       35.93     N/A       
          N/A       35.94     N/A       
          N/A       35.95     N/A       
          N/A       35.96     N/A       
          N/A       35.97     N/A       
          N/A       35.98     N/A       
          N/A       35.99     N/A       
          N/A       36.00     N/A       
          N/A       36.01     N/A       
          20.20     36.02     29.61     
          20.20     36.03     29.61     
          N/A       36.04     N/A       
          N/A       36.05     N/A       
          N/A       36.06     N/A       
          N/A       36.07     N/A       
          N/A       36.08     N/A       
          N/A       36.09     N/A       
          N/A       36.10     N/A       
          N/A       36.11     N/A       
          N/A       36.12     N/A       
          N/A       36.13     N/A       
          N/A       36.14     N/A       
          N/A       36.15     N/A       
          N/A       36.16     N/A       
          N/A       36.17     N/A       
          N/A       36.18     N/A       
          N/A       36.19     N/A       
          N/A       36.20     N/A       
          N/A       36.21     N/A       
          N/A       36.22     N/A       
          20.22     36.23     29.51     
          20.22     36.24     29.50     
          N/A       36.25     N/A       
          N/A       36.26     N/A       
          N/A       36.27     N/A       
          N/A       36.28     N/A       
          N/A       36.29     N/A       
          N/A       36.30     N/A       
          N/A       36.31     N/A       
          N/A       36.32     N/A       
          N/A       36.33     N/A       
          N/A       36.34     N/A       
          N/A       36.35     N/A       
          N/A       36.36     N/A       
          N/A       36.37     N/A       
          N/A       36.38     N/A       
          N/A       36.39     N/A       
          N/A       36.40     N/A       
          N/A       36.41     N/A       
          N/A       36.42     N/A       
          N/A       36.43     N/A       
          20.24     36.44     29.41     
          20.24     36.45     29.41     
          N/A       36.46     N/A       
          N/A       36.47     N/A       
          N/A       36.48     N/A       
          N/A       36.49     N/A       
          N/A       36.50     N/A       
          N/A       36.51     N/A       
          N/A       36.52     N/A       
          N/A       36.53     N/A       
          N/A       36.54     N/A       
          N/A       36.55     N/A       
          N/A       36.56     N/A       
          N/A       36.57     N/A       
          N/A       36.58     N/A       
          N/A       36.59     N/A       
          N/A       36.60     N/A       
          N/A       36.61     N/A       
          N/A       36.62     N/A       
          N/A       36.63     N/A       
          N/A       36.64     N/A       
          20.26     36.65     29.32     
          20.26     36.66     29.32     
          N/A       36.67     N/A       
          N/A       36.68     N/A       
          N/A       36.69     N/A       
          N/A       36.70     N/A       
          N/A       36.71     N/A       
          N/A       36.72     N/A       
          N/A       36.73     N/A       
          N/A       36.74     N/A       
          N/A       36.75     N/A       
          N/A       36.76     N/A       
          N/A       36.77     N/A       
          N/A       36.78     N/A       
          N/A       36.79     N/A       
          N/A       36.80     N/A       
          N/A       36.81     N/A       
          N/A       36.82     N/A       
          N/A       36.83     N/A       
          N/A       36.84     N/A       
          20.28     36.85     29.24     
          20.28     36.86     29.23     
          N/A       36.87     N/A       
          N/A       36.88     N/A       
          N/A       36.89     N/A       
          N/A       36.90     N/A       
          N/A       36.91     N/A       
          N/A       36.92     N/A       
          N/A       36.93     N/A       
          N/A       36.94     N/A       
          N/A       36.95     N/A       
          N/A       36.96     N/A       
          N/A       36.97     N/A       
          N/A       36.98     N/A       
          N/A       36.99     N/A       
          N/A       37.00     N/A       
          N/A       37.01     N/A       
          N/A       37.02     N/A       
          N/A       37.03     N/A       
          N/A       37.04     N/A       
          20.30     37.05     29.15     
          20.30     37.06     29.15     
          N/A       37.07     N/A       
          N/A       37.08     N/A       
          N/A       37.09     N/A       
          N/A       37.10     N/A       
          N/A       37.11     N/A       
          N/A       37.12     N/A       
          N/A       37.13     N/A       
          N/A       37.14     N/A       
          N/A       37.15     N/A       
          N/A       37.16     N/A       
          N/A       37.17     N/A       
          N/A       37.18     N/A       
          N/A       37.19     N/A       
          N/A       37.20     N/A       
          N/A       37.21     N/A       
          N/A       37.22     N/A       
          N/A       37.23     N/A       
          N/A       37.24     N/A       
          20.32     37.25     29.07     
          20.32     37.26     29.06     
          N/A       37.27     N/A       
          N/A       37.28     N/A       
          N/A       37.29     N/A       
          N/A       37.30     N/A       
          N/A       37.31     N/A       
          N/A       37.32     N/A       
          N/A       37.33     N/A       
          N/A       37.34     N/A       
          N/A       37.35     N/A       
          N/A       37.36     N/A       
          N/A       37.37     N/A       
          N/A       37.38     N/A       
          N/A       37.39     N/A       
          N/A       37.40     N/A       
          N/A       37.41     N/A       
          N/A       37.42     N/A       
          N/A       37.43     N/A       
          N/A       37.44     N/A       
          20.34     37.45     28.99     
          20.34     37.46     28.98     
          N/A       37.47     N/A       
          N/A       37.48     N/A       
          N/A       37.49     N/A       
          N/A       37.50     N/A       
          N/A       37.51     N/A       
          N/A       37.52     N/A       
          N/A       37.53     N/A       
          N/A       37.54     N/A       
          N/A       37.55     N/A       
          N/A       37.56     N/A       
          N/A       37.57     N/A       
          N/A       37.58     N/A       
          N/A       37.59     N/A       
          N/A       37.60     N/A       
          N/A       37.61     N/A       
          N/A       37.62     N/A       
          N/A       37.63     N/A       
          N/A       37.64     N/A       
          20.36     37.65     28.91     
          20.36     37.66     28.91     
          N/A       37.67     N/A       
          N/A       37.68     N/A       
          N/A       37.69     N/A       
          N/A       37.70     N/A       
          N/A       37.71     N/A       
          N/A       37.72     N/A       
          N/A       37.73     N/A       
          N/A       37.74     N/A       
          N/A       37.75     N/A       
          N/A       37.76     N/A       
          N/A       37.77     N/A       
          N/A       37.78     N/A       
          N/A       37.79     N/A       
          N/A       37.80     N/A       
          N/A       37.81     N/A       
          N/A       37.82     N/A       
          N/A       37.83     N/A       
          N/A       37.84     N/A       
          20.38     37.85     28.84     
          20.38     37.86     28.83     
          N/A       37.87     N/A       
          N/A       37.88     N/A       
          N/A       37.89     N/A       
          N/A       37.90     N/A       
          N/A       37.91     N/A       
          N/A       37.92     N/A       
          N/A       37.93     N/A       
          N/A       37.94     N/A       
          N/A       37.95     N/A       
          N/A       37.96     N/A       
          N/A       37.97     N/A       
          N/A       37.98     N/A       
          N/A       37.99     N/A       
          N/A       38.00     N/A       
          N/A       38.01     N/A       
          N/A       38.02     N/A       
          N/A       38.03     N/A       
          20.40     38.04     28.77     
          20.40     38.05     28.77     
          N/A       38.06     N/A       
          N/A       38.07     N/A       
          N/A       38.08     N/A       
          N/A       38.09     N/A       
          N/A       38.10     N/A       
          N/A       38.11     N/A       
          N/A       38.12     N/A       
          N/A       38.13     N/A       
          N/A       38.14     N/A       
          N/A       38.15     N/A       
          N/A       38.16     N/A       
          N/A       38.17     N/A       
          N/A       38.18     N/A       
          N/A       38.19     N/A       
          N/A       38.20     N/A       
          N/A       38.21     N/A       
          N/A       38.22     N/A       
          20.42     38.23     28.70     
          20.42     38.24     28.70     
          N/A       38.25     N/A       
          N/A       38.26     N/A       
          N/A       38.27     N/A       
          N/A       38.28     N/A       
          N/A       38.29     N/A       
          N/A       38.30     N/A       
          N/A       38.31     N/A       
          N/A       38.32     N/A       
          N/A       38.33     N/A       
          N/A       38.34     N/A       
          N/A       38.35     N/A       
          N/A       38.36     N/A       
          N/A       38.37     N/A       
          N/A       38.38     N/A       
          N/A       38.39     N/A       
          N/A       38.40     N/A       
          N/A       38.41     N/A       
          20.44     38.42     28.64     
          20.44     38.43     28.63     
          N/A       38.44     N/A       
          N/A       38.45     N/A       
          N/A       38.46     N/A       
          N/A       38.47     N/A       
          N/A       38.48     N/A       
          N/A       38.49     N/A       
          N/A       38.50     N/A       
          N/A       38.51     N/A       
          N/A       38.52     N/A       
          N/A       38.53     N/A       
          N/A       38.54     N/A       
          N/A       38.55     N/A       
          N/A       38.56     N/A       
          N/A       38.57     N/A       
          N/A       38.58     N/A       
          N/A       38.59     N/A       
          N/A       38.60     N/A       
          20.46     38.61     28.56     
          20.46     38.62     28.56     
          N/A       38.63     N/A       
          N/A       38.64     N/A       
          N/A       38.65     N/A       
          N/A       38.66     N/A       
          N/A       38.67     N/A       
          N/A       38.68     N/A       
          N/A       38.69     N/A       
          N/A       38.70     N/A       
          N/A       38.71     N/A       
          N/A       38.72     N/A       
          N/A       38.73     N/A       
          N/A       38.74     N/A       
          N/A       38.75     N/A       
          N/A       38.76     N/A       
          N/A       38.77     N/A       
          N/A       38.78     N/A       
          N/A       38.79     N/A       
          20.48     38.80     28.47     
          20.48     38.81     28.47     
          N/A       38.82     N/A       
          N/A       38.83     N/A       
          N/A       38.84     N/A       
          N/A       38.85     N/A       
          N/A       38.86     N/A       
          N/A       38.87     N/A       
          N/A       38.88     N/A       
          N/A       38.89     N/A       
          N/A       38.90     N/A       
          N/A       38.91     N/A       
          N/A       38.92     N/A       
          N/A       38.93     N/A       
          N/A       38.94     N/A       
          N/A       38.95     N/A       
          N/A       38.96     N/A       
          N/A       38.97     N/A       
          N/A       38.98     N/A       
          20.50     38.99     28.36     
          20.50     39.00     28.35     
          N/A       39.01     N/A       
          N/A       39.02     N/A       
          N/A       39.03     N/A       
          N/A       39.04     N/A       
          N/A       39.05     N/A       
          N/A       39.06     N/A       
          N/A       39.07     N/A       
          N/A       39.08     N/A       
          N/A       39.09     N/A       
          N/A       39.10     N/A       
          N/A       39.11     N/A       
          N/A       39.12     N/A       
          N/A       39.13     N/A       
          N/A       39.14     N/A       
          N/A       39.15     N/A       
          N/A       39.16     N/A       
          N/A       39.17     N/A       
          20.52     39.18     28.23     
          20.52     39.19     28.22     
          N/A       39.20     N/A       
          N/A       39.21     N/A       
          N/A       39.22     N/A       
          N/A       39.23     N/A       
          N/A       39.24     N/A       
          N/A       39.25     N/A       
          N/A       39.26     N/A       
          N/A       39.27     N/A       
          N/A       39.28     N/A       
          N/A       39.29     N/A       
          N/A       39.30     N/A       
          N/A       39.31     N/A       
          N/A       39.32     N/A       
          N/A       39.33     N/A       
          N/A       39.34     N/A       
          N/A       39.35     N/A       
          20.54     39.36     28.07     
          20.54     39.37     28.06     
          N/A       39.38     N/A       
          N/A       39.39     N/A       
          N/A       39.40     N/A       
          N/A       39.41     N/A       
          N/A       39.42     N/A       
          N/A       39.43     N/A       
          N/A       39.44     N/A       
          N/A       39.45     N/A       
          N/A       39.46     N/A       
          N/A       39.47     N/A       
          N/A       39.48     N/A       
          N/A       39.49     N/A       
          N/A       39.50     N/A       
          N/A       39.51     N/A       
          N/A       39.52     N/A       
          N/A       39.53     N/A       
          20.56     39.54     27.88     
          20.56     39.55     27.87     
          N/A       39.56     N/A       
          N/A       39.57     N/A       
          N/A       39.58     N/A       
          N/A       39.59     N/A       
