          s         mph       hp
          37.63     73.14     3.95      
          37.68     73.15     3.87      
          N/A       73.16     N/A       
          N/A       73.17     N/A       
          37.80     73.18     3.84      
          37.82     73.19     3.86      
          37.89     73.20     3.90      
          37.91     73.21     3.90      
          37.93     73.22     3.89      
          38.00     73.23     3.83      
          38.02     73.24     3.79      
          38.05     73.25     3.78      
          38.12     73.26     3.79      
          N/A       73.27     N/A       
          N/A       73.28     N/A       
          38.23     73.29     3.83      
          38.26     73.30     3.82      
          38.28     73.31     3.81      
          38.34     73.32     3.78      
          38.36     73.33     3.78      
          38.43     73.34     3.79      
          38.46     73.35     3.79      
          38.49     73.36     3.79      
          N/A       73.37     N/A       
          38.57     73.38     3.76      
          38.64     73.39     3.77      
          38.67     73.40     3.78      
          38.70     73.41     3.77      
          38.77     73.42     3.27      
          38.79     73.43     2.99      
          38.89     73.42     0.96      
          38.92     73.41     0.44      
          38.94     73.40     0.16      
          38.96     73.39     0.02      
          38.98     73.38     -0.08     
          39.01     73.37     -0.13     
          39.03     73.36     -0.13     
          39.04     73.35     -0.13     
          N/A       73.34     N/A       
          N/A       73.33     N/A       
          N/A       73.32     N/A       
          39.13     73.31     -0.25     
          39.15     73.30     -0.28     
          39.17     73.29     -0.31     
          39.20     73.28     -0.36     
          39.23     73.27     -0.49     
          39.24     73.26     -0.65     
          39.25     73.25     -0.78     
          39.26     73.24     -0.93     
          N/A       73.23     N/A       
          N/A       73.22     N/A       
          N/A       73.21     N/A       
          N/A       73.20     N/A       
          39.34     73.19     -3.29     
          39.35     73.18     -3.50     
          N/A       73.17     N/A       
          N/A       73.16     N/A       
          39.37     73.15     -4.21     
          39.38     73.14     -4.56     
          39.39     73.13     -4.94     
          39.40     73.12     -5.20     
          39.41     73.11     -5.30     
          N/A       73.10     N/A       
          39.42     73.09     -5.48     
          39.43     73.08     -5.50     
          N/A       73.07     N/A       
          N/A       73.06     N/A       
          N/A       73.05     N/A       
          39.44     73.04     -5.53     
          39.45     73.03     -5.48     
          N/A       73.02     N/A       
          39.46     73.01     -5.34     
          39.48     73.00     -5.01     
          39.49     72.99     -4.71     
          39.50     72.98     -4.42     
          39.51     72.97     -4.27     
          N/A       72.96     N/A       
          N/A       72.95     N/A       
          39.52     72.94     -3.79     
          39.53     72.93     -3.63     
          N/A       72.92     N/A       
          N/A       72.91     N/A       
          39.54     72.90     -3.05     
          N/A       72.89     N/A       
          39.60     72.88     -1.43     
          39.61     72.87     -1.32     
          N/A       72.86     N/A       
          39.62     72.85     -1.09     
          39.68     72.84     -0.90     
          39.69     72.83     -0.95     
          N/A       72.82     N/A       
          39.70     72.81     -1.10     
          N/A       72.80     N/A       
          N/A       72.79     N/A       
          N/A       72.78     N/A       
          N/A       72.77     N/A       
          39.78     72.76     -2.70     
          39.79     72.75     -2.90     
          N/A       72.74     N/A       
          39.81     72.73     -3.42     
          39.82     72.72     -3.80     
          39.84     72.71     -4.23     
          39.84     72.70     -4.50     
          39.85     72.69     -4.70     
          N/A       72.68     N/A       
          39.86     72.67     -5.09     
          39.87     72.66     -5.26     
          N/A       72.65     N/A       
          39.88     72.64     -5.60     
          39.89     72.63     -5.82     
          N/A       72.62     N/A       
          39.90     72.61     -6.26     
          39.91     72.60     -6.55     
          N/A       72.59     N/A       
          39.93     72.58     -7.07     
          39.93     72.57     -7.28     
          N/A       72.56     N/A       
          39.94     72.55     -7.65     
          39.95     72.54     -7.78     
          N/A       72.53     N/A       
          N/A       72.52     N/A       
          39.96     72.51     -8.19     
          39.97     72.50     -8.32     
          N/A       72.49     N/A       
          N/A       72.48     N/A       
          39.98     72.47     -8.70     
          39.99     72.46     -8.82     
          N/A       72.45     N/A       
          N/A       72.44     N/A       
          40.00     72.43     -9.18     
          40.01     72.42     -9.28     
          N/A       72.41     N/A       
          N/A       72.40     N/A       
          40.02     72.39     -9.57     
          40.02     72.38     -9.63     
          N/A       72.37     N/A       
          N/A       72.36     N/A       
          N/A       72.35     N/A       
          40.04     72.34     -9.86     
          40.05     72.33     -9.90     
          N/A       72.32     N/A       
          N/A       72.31     N/A       
          N/A       72.30     N/A       
          40.06     72.29     -10.04    
          40.07     72.28     -10.06    
          N/A       72.27     N/A       
          N/A       72.26     N/A       
          40.08     72.25     -10.12    
          40.08     72.24     -10.12    
          N/A       72.23     N/A       
          N/A       72.22     N/A       
          N/A       72.21     N/A       
          40.10     72.20     -10.15    
          40.11     72.19     -10.15    
          N/A       72.18     N/A       
          N/A       72.17     N/A       
          40.12     72.16     -10.15    
          40.12     72.15     -10.15    
          N/A       72.14     N/A       
          N/A       72.13     N/A       
          N/A       72.12     N/A       
          40.14     72.11     -10.16    
          40.15     72.10     -10.17    
          N/A       72.09     N/A       
          N/A       72.08     N/A       
          40.16     72.07     -10.20    
          40.16     72.06     -10.23    
          N/A       72.05     N/A       
          N/A       72.04     N/A       
          N/A       72.03     N/A       
          40.18     72.02     -10.32    
          40.19     72.01     -10.35    
          N/A       72.00     N/A       
          N/A       71.99     N/A       
          N/A       71.98     N/A       
          40.20     71.97     -10.48    
          40.21     71.96     -10.52    
          N/A       71.95     N/A       
          N/A       71.94     N/A       
          40.22     71.93     -10.64    
          40.22     71.92     -10.68    
          N/A       71.91     N/A       
          N/A       71.90     N/A       
          N/A       71.89     N/A       
          40.24     71.88     -10.85    
          40.25     71.87     -10.90    
          N/A       71.86     N/A       
          N/A       71.85     N/A       
          N/A       71.84     N/A       
          40.26     71.83     -11.07    
          40.27     71.82     -11.10    
          N/A       71.81     N/A       
          N/A       71.80     N/A       
          N/A       71.79     N/A       
          40.28     71.78     -11.24    
          40.29     71.77     -11.26    
          N/A       71.76     N/A       
          N/A       71.75     N/A       
          N/A       71.74     N/A       
          40.30     71.73     -11.34    
          40.31     71.72     -11.36    
          N/A       71.71     N/A       
          N/A       71.70     N/A       
          N/A       71.69     N/A       
          40.32     71.68     -11.39    
          40.33     71.67     -11.39    
          N/A       71.66     N/A       
          N/A       71.65     N/A       
          N/A       71.64     N/A       
          40.34     71.63     -11.37    
          40.34     71.62     -11.36    
          N/A       71.61     N/A       
          N/A       71.60     N/A       
          N/A       71.59     N/A       
          40.36     71.58     -11.29    
          40.37     71.57     -11.26    
          N/A       71.56     N/A       
          N/A       71.55     N/A       
          N/A       71.54     N/A       
          40.38     71.53     -11.14    
          40.39     71.52     -11.10    
          N/A       71.51     N/A       
          N/A       71.50     N/A       
          N/A       71.49     N/A       
          40.40     71.48     -10.95    
          40.41     71.47     -10.91    
          N/A       71.46     N/A       
          N/A       71.45     N/A       
          N/A       71.44     N/A       
          40.42     71.43     -10.74    
          40.43     71.42     -10.69    
          N/A       71.41     N/A       
          N/A       71.40     N/A       
          N/A       71.39     N/A       
          40.44     71.38     -10.51    
          40.45     71.37     -10.47    
          N/A       71.36     N/A       
          N/A       71.35     N/A       
          40.46     71.34     -10.34    
          40.46     71.33     -10.30    
          N/A       71.32     N/A       
          N/A       71.31     N/A       
          N/A       71.30     N/A       
          40.48     71.29     -10.15    
          40.49     71.28     -10.12    
          N/A       71.27     N/A       
          N/A       71.26     N/A       
          40.50     71.25     -10.03    
          40.51     71.24     -10.01    
          N/A       71.23     N/A       
          N/A       71.22     N/A       
          N/A       71.21     N/A       
          40.52     71.20     -9.94     
          40.53     71.19     -9.93     
          N/A       71.18     N/A       
          N/A       71.17     N/A       
          N/A       71.16     N/A       
          40.54     71.15     -9.90     
          40.55     71.14     -9.90     
          N/A       71.13     N/A       
          N/A       71.12     N/A       
          40.56     71.11     -9.89     
          40.57     71.10     -9.88     
          N/A       71.09     N/A       
          N/A       71.08     N/A       
          40.58     71.07     -9.88     
          40.59     71.06     -9.87     
          N/A       71.05     N/A       
          N/A       71.04     N/A       
          40.60     71.03     -9.86     
          40.60     71.02     -9.86     
          N/A       71.01     N/A       
          N/A       71.00     N/A       
          N/A       70.99     N/A       
          40.62     70.98     -9.83     
          40.62     70.97     -9.82     
          N/A       70.96     N/A       
          N/A       70.95     N/A       
          N/A       70.94     N/A       
          N/A       70.93     N/A       
          40.64     70.92     -9.75     
          40.65     70.91     -9.72     
          N/A       70.90     N/A       
          N/A       70.89     N/A       
          40.66     70.88     -9.65     
          40.67     70.87     -9.62     
          N/A       70.86     N/A       
          40.68     70.85     -9.55     
          40.69     70.84     -9.53     
          N/A       70.83     N/A       
          N/A       70.82     N/A       
          N/A       70.81     N/A       
          40.70     70.80     -9.41     
          40.71     70.79     -9.38     
          N/A       70.78     N/A       
          N/A       70.77     N/A       
          N/A       70.76     N/A       
          40.72     70.75     -9.28     
          40.73     70.74     -9.25     
          N/A       70.73     N/A       
          N/A       70.72     N/A       
          40.74     70.71     -9.16     
          40.75     70.70     -9.13     
          N/A       70.69     N/A       
          N/A       70.68     N/A       
          40.76     70.67     -9.02     
          40.77     70.66     -8.99     
          N/A       70.65     N/A       
          40.78     70.64     -8.93     
          40.78     70.63     -8.91     
          N/A       70.62     N/A       
          N/A       70.61     N/A       
          N/A       70.60     N/A       
          40.80     70.59     -8.82     
          40.81     70.58     -8.79     
          N/A       70.57     N/A       
          N/A       70.56     N/A       
          N/A       70.55     N/A       
          40.82     70.54     -8.71     
          40.83     70.53     -8.68     
          N/A       70.52     N/A       
          N/A       70.51     N/A       
          40.85     70.50     -8.60     
          40.85     70.49     -8.58     
          N/A       70.48     N/A       
          40.86     70.47     -8.54     
          40.87     70.46     -8.53     
          N/A       70.45     N/A       
          N/A       70.44     N/A       
          40.88     70.43     -8.49     
          40.89     70.42     -8.49     
          N/A       70.41     N/A       
          N/A       70.40     N/A       
          N/A       70.39     N/A       
          40.90     70.38     -8.47     
          40.91     70.37     -8.47     
          N/A       70.36     N/A       
          N/A       70.35     N/A       
          40.92     70.34     -8.48     
          40.93     70.33     -8.49     
          N/A       70.32     N/A       
          40.94     70.31     -8.50     
          40.95     70.30     -8.51     
          N/A       70.29     N/A       
          N/A       70.28     N/A       
          40.96     70.27     -8.53     
          40.97     70.26     -8.53     
          N/A       70.25     N/A       
          N/A       70.24     N/A       
          40.98     70.23     -8.54     
          40.99     70.22     -8.54     
          N/A       70.21     N/A       
          N/A       70.20     N/A       
          41.00     70.19     -8.54     
          41.01     70.18     -8.55     
          N/A       70.17     N/A       
          N/A       70.16     N/A       
          N/A       70.15     N/A       
          41.02     70.14     -8.55     
          41.03     70.13     -8.56     
          N/A       70.12     N/A       
          N/A       70.11     N/A       
          41.04     70.10     -8.60     
          41.05     70.09     -8.63     
          N/A       70.08     N/A       
          N/A       70.07     N/A       
          41.06     70.06     -8.74     
          41.07     70.05     -8.80     
          N/A       70.04     N/A       
          41.08     70.03     -8.94     
          41.09     70.02     -9.04     
          N/A       70.01     N/A       
          N/A       70.00     N/A       
          41.10     69.99     -9.36     
          41.10     69.98     -9.49     
          N/A       69.97     N/A       
          N/A       69.96     N/A       
          N/A       69.95     N/A       
          41.12     69.94     -10.02    
          41.13     69.93     -10.19    
          N/A       69.92     N/A       
          N/A       69.91     N/A       
          N/A       69.90     N/A       
          41.14     69.89     -10.89    
          41.15     69.88     -11.13    
          N/A       69.87     N/A       
          N/A       69.86     N/A       
          41.16     69.85     -11.84    
          41.17     69.84     -12.10    
          N/A       69.83     N/A       
          N/A       69.82     N/A       
          41.18     69.81     -12.88    
          41.18     69.80     -13.06    
          N/A       69.79     N/A       
          N/A       69.78     N/A       
          N/A       69.77     N/A       
          N/A       69.76     N/A       
          N/A       69.75     N/A       
          41.20     69.74     -14.07    
          41.21     69.73     -14.20    
          N/A       69.72     N/A       
          N/A       69.71     N/A       
          N/A       69.70     N/A       
          N/A       69.69     N/A       
          N/A       69.68     N/A       
          41.22     69.67     -14.97    
          41.22     69.66     -15.08    
          N/A       69.65     N/A       
          N/A       69.64     N/A       
          N/A       69.63     N/A       
          N/A       69.62     N/A       
          N/A       69.61     N/A       
          41.24     69.60     -15.71    
          41.24     69.59     -15.79    
          N/A       69.58     N/A       
          N/A       69.57     N/A       
          N/A       69.56     N/A       
          N/A       69.55     N/A       
          N/A       69.54     N/A       
          N/A       69.53     N/A       
          41.26     69.52     -16.28    
          41.27     69.51     -16.32    
          N/A       69.50     N/A       
          N/A       69.49     N/A       
          N/A       69.48     N/A       
          N/A       69.47     N/A       
          N/A       69.46     N/A       
          41.28     69.45     -16.56    
          41.28     69.44     -16.58    
          N/A       69.43     N/A       
          N/A       69.42     N/A       
          N/A       69.41     N/A       
          N/A       69.40     N/A       
          N/A       69.39     N/A       
          41.30     69.38     -16.65    
          41.31     69.37     -16.65    
          N/A       69.36     N/A       
          N/A       69.35     N/A       
          N/A       69.34     N/A       
          N/A       69.33     N/A       
          N/A       69.32     N/A       
          41.32     69.31     -16.59    
          41.33     69.30     -16.56    
          N/A       69.29     N/A       
          N/A       69.28     N/A       
          N/A       69.27     N/A       
          N/A       69.26     N/A       
          N/A       69.25     N/A       
          41.34     69.24     -16.44    
          41.35     69.23     -16.41    
          N/A       69.22     N/A       
          N/A       69.21     N/A       
          N/A       69.20     N/A       
          N/A       69.19     N/A       
          N/A       69.18     N/A       
          41.36     69.17     -16.26    
          41.36     69.16     -16.24    
          N/A       69.15     N/A       
          N/A       69.14     N/A       
          N/A       69.13     N/A       
          N/A       69.12     N/A       
          N/A       69.11     N/A       
          41.38     69.10     -16.09    
          41.38     69.09     -16.07    
          N/A       69.08     N/A       
          N/A       69.07     N/A       
          N/A       69.06     N/A       
          N/A       69.05     N/A       
          N/A       69.04     N/A       
          41.40     69.03     -15.95    
          41.41     69.02     -15.94    
          N/A       69.01     N/A       
          N/A       69.00     N/A       
          N/A       68.99     N/A       
          N/A       68.98     N/A       
          N/A       68.97     N/A       
          41.42     68.96     -15.85    
          41.43     68.95     -15.84    
          N/A       68.94     N/A       
          N/A       68.93     N/A       
          N/A       68.92     N/A       
          N/A       68.91     N/A       
          N/A       68.90     N/A       
          41.44     68.89     -15.76    
          41.45     68.88     -15.75    
          N/A       68.87     N/A       
          N/A       68.86     N/A       
          N/A       68.85     N/A       
          N/A       68.84     N/A       
          N/A       68.83     N/A       
          41.46     68.82     -15.68    
          41.47     68.81     -15.67    
          N/A       68.80     N/A       
          N/A       68.79     N/A       
          N/A       68.78     N/A       
          N/A       68.77     N/A       
          41.48     68.76     -15.60    
          41.48     68.75     -15.59    
          N/A       68.74     N/A       
          N/A       68.73     N/A       
          N/A       68.72     N/A       
          N/A       68.71     N/A       
          N/A       68.70     N/A       
          41.50     68.69     -15.50    
          41.51     68.68     -15.49    
          N/A       68.67     N/A       
          N/A       68.66     N/A       
          N/A       68.65     N/A       
          N/A       68.64     N/A       
          41.52     68.63     -15.41    
          41.52     68.62     -15.40    
          N/A       68.61     N/A       
          N/A       68.60     N/A       
          N/A       68.59     N/A       
          N/A       68.58     N/A       
          N/A       68.57     N/A       
          41.54     68.56     -15.31    
          41.54     68.55     -15.30    
          N/A       68.54     N/A       
          N/A       68.53     N/A       
          N/A       68.52     N/A       
          N/A       68.51     N/A       
          N/A       68.50     N/A       
          41.56     68.49     -15.22    
          41.56     68.48     -15.21    
          N/A       68.47     N/A       
          N/A       68.46     N/A       
          N/A       68.45     N/A       
          N/A       68.44     N/A       
          N/A       68.43     N/A       
          41.58     68.42     -15.16    
          41.59     68.41     -15.15    
          N/A       68.40     N/A       
          N/A       68.39     N/A       
          N/A       68.38     N/A       
          N/A       68.37     N/A       
          41.60     68.36     -15.12    
          41.60     68.35     -15.11    
          N/A       68.34     N/A       
          N/A       68.33     N/A       
          N/A       68.32     N/A       
          N/A       68.31     N/A       
          N/A       68.30     N/A       
          41.62     68.29     -15.09    
          41.63     68.28     -15.08    
          N/A       68.27     N/A       
          N/A       68.26     N/A       
          N/A       68.25     N/A       
          N/A       68.24     N/A       
          41.64     68.23     -15.06    
          41.64     68.22     -15.06    
          N/A       68.21     N/A       
          N/A       68.20     N/A       
          N/A       68.19     N/A       
          N/A       68.18     N/A       
          N/A       68.17     N/A       
          41.66     68.16     -15.03    
          41.66     68.15     -15.02    
          N/A       68.14     N/A       
          N/A       68.13     N/A       
          N/A       68.12     N/A       
          N/A       68.11     N/A       
          N/A       68.10     N/A       
          41.68     68.09     -14.98    
          41.69     68.08     -14.98    
          N/A       68.07     N/A       
          N/A       68.06     N/A       
          N/A       68.05     N/A       
          N/A       68.04     N/A       
          41.70     68.03     -14.93    
          41.70     68.02     -14.92    
          N/A       68.01     N/A       
          N/A       68.00     N/A       
          N/A       67.99     N/A       
          N/A       67.98     N/A       
          N/A       67.97     N/A       
          41.72     67.96     -14.86    
          41.73     67.95     -14.85    
          N/A       67.94     N/A       
          N/A       67.93     N/A       
          N/A       67.92     N/A       
          N/A       67.91     N/A       
          41.74     67.90     -14.80    
          41.74     67.89     -14.79    
          N/A       67.88     N/A       
          N/A       67.87     N/A       
          N/A       67.86     N/A       
          N/A       67.85     N/A       
          N/A       67.84     N/A       
          41.76     67.83     -14.72    
          41.76     67.82     -14.71    
          N/A       67.81     N/A       
          N/A       67.80     N/A       
          N/A       67.79     N/A       
          N/A       67.78     N/A       
          41.78     67.77     -14.65    
          41.78     67.76     -14.64    
          N/A       67.75     N/A       
          N/A       67.74     N/A       
          N/A       67.73     N/A       
          N/A       67.72     N/A       
          N/A       67.71     N/A       
          41.80     67.70     -14.57    
          41.81     67.69     -14.56    
          N/A       67.68     N/A       
          N/A       67.67     N/A       
          N/A       67.66     N/A       
          N/A       67.65     N/A       
          41.82     67.64     -14.50    
          41.82     67.63     -14.49    
          N/A       67.62     N/A       
          N/A       67.61     N/A       
          N/A       67.60     N/A       
          N/A       67.59     N/A       
          N/A       67.58     N/A       
          41.84     67.57     -14.42    
          41.85     67.56     -14.41    
          N/A       67.55     N/A       
          N/A       67.54     N/A       
          N/A       67.53     N/A       
          N/A       67.52     N/A       
          41.86     67.51     -14.34    
          41.86     67.50     -14.33    
          N/A       67.49     N/A       
          N/A       67.48     N/A       
          N/A       67.47     N/A       
          N/A       67.46     N/A       
          N/A       67.45     N/A       
          41.88     67.44     -14.25    
          41.89     67.43     -14.24    
          N/A       67.42     N/A       
          N/A       67.41     N/A       
          N/A       67.40     N/A       
          N/A       67.39     N/A       
          41.90     67.38     -14.17    
          41.91     67.37     -14.15    
          N/A       67.36     N/A       
          N/A       67.35     N/A       
          N/A       67.34     N/A       
          N/A       67.33     N/A       
          41.92     67.32     -14.09    
          41.92     67.31     -14.07    
          N/A       67.30     N/A       
          N/A       67.29     N/A       
          N/A       67.28     N/A       
          N/A       67.27     N/A       
          41.94     67.26     -14.01    
          41.94     67.25     -14.00    
          N/A       67.24     N/A       
          N/A       67.23     N/A       
          N/A       67.22     N/A       
          N/A       67.21     N/A       
          N/A       67.20     N/A       
          41.96     67.19     -13.94    
          41.97     67.18     -13.94    
          N/A       67.17     N/A       
          N/A       67.16     N/A       
          N/A       67.15     N/A       
          N/A       67.14     N/A       
          41.98     67.13     -13.90    
          41.98     67.12     -13.90    
          N/A       67.11     N/A       
          N/A       67.10     N/A       
          N/A       67.09     N/A       
          N/A       67.08     N/A       
          42.00     67.07     -13.88    
          42.00     67.06     -13.89    
          N/A       67.05     N/A       
          N/A       67.04     N/A       
          N/A       67.03     N/A       
          N/A       67.02     N/A       
          42.02     67.01     -13.89    
          42.02     67.00     -13.90    
          N/A       66.99     N/A       
          N/A       66.98     N/A       
          N/A       66.97     N/A       
          N/A       66.96     N/A       
          N/A       66.95     N/A       
          42.04     66.94     -13.93    
          42.05     66.93     -13.94    
          N/A       66.92     N/A       
          N/A       66.91     N/A       
          N/A       66.90     N/A       
          N/A       66.89     N/A       
          42.06     66.88     -13.99    
          42.07     66.87     -14.01    
          N/A       66.86     N/A       
          N/A       66.85     N/A       
          N/A       66.84     N/A       
          N/A       66.83     N/A       
          42.08     66.82     -14.07    
          42.08     66.81     -14.09    
          N/A       66.80     N/A       
          N/A       66.79     N/A       
          N/A       66.78     N/A       
          N/A       66.77     N/A       
          42.10     66.76     -14.17    
          42.10     66.75     -14.19    
          N/A       66.74     N/A       
          N/A       66.73     N/A       
          N/A       66.72     N/A       
          N/A       66.71     N/A       
          N/A       66.70     N/A       
          42.12     66.69     -14.29    
          42.13     66.68     -14.30    
          N/A       66.67     N/A       
          N/A       66.66     N/A       
          N/A       66.65     N/A       
          N/A       66.64     N/A       
          42.14     66.63     -14.39    
          42.14     66.62     -14.40    
          N/A       66.61     N/A       
          N/A       66.60     N/A       
          N/A       66.59     N/A       
          N/A       66.58     N/A       
          N/A       66.57     N/A       
          42.16     66.56     -14.49    
          42.16     66.55     -14.50    
          N/A       66.54     N/A       
          N/A       66.53     N/A       
          N/A       66.52     N/A       
          N/A       66.51     N/A       
          42.18     66.50     -14.55    
          42.18     66.49     -14.56    
          N/A       66.48     N/A       
          N/A       66.47     N/A       
          N/A       66.46     N/A       
          N/A       66.45     N/A       
          N/A       66.44     N/A       
          42.20     66.43     -14.60    
          42.20     66.42     -14.60    
          N/A       66.41     N/A       
          N/A       66.40     N/A       
          N/A       66.39     N/A       
          N/A       66.38     N/A       
          N/A       66.37     N/A       
          42.22     66.36     -14.60    
          42.23     66.35     -14.60    
          N/A       66.34     N/A       
          N/A       66.33     N/A       
          N/A       66.32     N/A       
          N/A       66.31     N/A       
          42.24     66.30     -14.58    
          42.24     66.29     -14.57    
          N/A       66.28     N/A       
          N/A       66.27     N/A       
          N/A       66.26     N/A       
          N/A       66.25     N/A       
          N/A       66.24     N/A       
          42.26     66.23     -14.52    
          42.27     66.22     -14.51    
          N/A       66.21     N/A       
          N/A       66.20     N/A       
          N/A       66.19     N/A       
          N/A       66.18     N/A       
          42.28     66.17     -14.45    
          42.28     66.16     -14.44    
          N/A       66.15     N/A       
          N/A       66.14     N/A       
          N/A       66.13     N/A       
          N/A       66.12     N/A       
          N/A       66.11     N/A       
          42.30     66.10     -14.35    
          42.30     66.09     -14.34    
          N/A       66.08     N/A       
          N/A       66.07     N/A       
          N/A       66.06     N/A       
          N/A       66.05     N/A       
          42.32     66.04     -14.26    
          42.32     66.03     -14.25    
          N/A       66.02     N/A       
          N/A       66.01     N/A       
          N/A       66.00     N/A       
          N/A       65.99     N/A       
          N/A       65.98     N/A       
          42.34     65.97     -14.16    
          42.35     65.96     -14.15    
          N/A       65.95     N/A       
          N/A       65.94     N/A       
          N/A       65.93     N/A       
          N/A       65.92     N/A       
          42.36     65.91     -14.08    
          42.36     65.90     -14.06    
          N/A       65.89     N/A       
          N/A       65.88     N/A       
          N/A       65.87     N/A       
          N/A       65.86     N/A       
          N/A       65.85     N/A       
          42.38     65.84     -13.98    
          42.39     65.83     -13.97    
          N/A       65.82     N/A       
          N/A       65.81     N/A       
          N/A       65.80     N/A       
          N/A       65.79     N/A       
          42.40     65.78     -13.92    
          42.40     65.77     -13.91    
          N/A       65.76     N/A       
          N/A       65.75     N/A       
          N/A       65.74     N/A       
          N/A       65.73     N/A       
          42.42     65.72     -13.85    
          42.42     65.71     -13.85    
          N/A       65.70     N/A       
          N/A       65.69     N/A       
          N/A       65.68     N/A       
          N/A       65.67     N/A       
          N/A       65.66     N/A       
          42.44     65.65     -13.80    
          42.45     65.64     -13.79    
          N/A       65.63     N/A       
          N/A       65.62     N/A       
          N/A       65.61     N/A       
          N/A       65.60     N/A       
          42.46     65.59     -13.75    
          42.47     65.58     -13.75    
          N/A       65.57     N/A       
          N/A       65.56     N/A       
          N/A       65.55     N/A       
          N/A       65.54     N/A       
          42.48     65.53     -13.72    
          42.48     65.52     -13.71    
          N/A       65.51     N/A       
          N/A       65.50     N/A       
          N/A       65.49     N/A       
          N/A       65.48     N/A       
          42.50     65.47     -13.68    
          42.50     65.46     -13.68    
          N/A       65.45     N/A       
          N/A       65.44     N/A       
          N/A       65.43     N/A       
          N/A       65.42     N/A       
          N/A       65.41     N/A       
          42.52     65.40     -13.65    
          42.53     65.39     -13.64    
          N/A       65.38     N/A       
          N/A       65.37     N/A       
          N/A       65.36     N/A       
          N/A       65.35     N/A       
          42.54     65.34     -13.62    
          42.54     65.33     -13.61    
          N/A       65.32     N/A       
          N/A       65.31     N/A       
          N/A       65.30     N/A       
          N/A       65.29     N/A       
          42.56     65.28     -13.59    
          42.56     65.27     -13.58    
          N/A       65.26     N/A       
          N/A       65.25     N/A       
          N/A       65.24     N/A       
          N/A       65.23     N/A       
          N/A       65.22     N/A       
          42.58     65.21     -13.55    
          42.59     65.20     -13.54    
          N/A       65.19     N/A       
          N/A       65.18     N/A       
          N/A       65.17     N/A       
          N/A       65.16     N/A       
          42.60     65.15     -13.51    
          42.61     65.14     -13.50    
          N/A       65.13     N/A       
          N/A       65.12     N/A       
          N/A       65.11     N/A       
          N/A       65.10     N/A       
          42.62     65.09     -13.47    
          42.62     65.08     -13.46    
          N/A       65.07     N/A       
          N/A       65.06     N/A       
          N/A       65.05     N/A       
          N/A       65.04     N/A       
          42.64     65.03     -13.43    
          42.64     65.02     -13.43    
          N/A       65.01     N/A       
          N/A       65.00     N/A       
          N/A       64.99     N/A       
          N/A       64.98     N/A       
          42.66     64.97     -13.40    
          42.66     64.96     -13.39    
          N/A       64.95     N/A       
          N/A       64.94     N/A       
          N/A       64.93     N/A       
          N/A       64.92     N/A       
          N/A       64.91     N/A       
          42.68     64.90     -13.36    
          42.69     64.89     -13.36    
          N/A       64.88     N/A       
          N/A       64.87     N/A       
          N/A       64.86     N/A       
          N/A       64.85     N/A       
          42.70     64.84     -13.33    
          42.71     64.83     -13.33    
          N/A       64.82     N/A       
          N/A       64.81     N/A       
          N/A       64.80     N/A       
          N/A       64.79     N/A       
          42.72     64.78     -13.31    
          42.72     64.77     -13.30    
          N/A       64.76     N/A       
          N/A       64.75     N/A       
          N/A       64.74     N/A       
          N/A       64.73     N/A       
          42.74     64.72     -13.28    
          42.74     64.71     -13.28    
          N/A       64.70     N/A       
          N/A       64.69     N/A       
          N/A       64.68     N/A       
          N/A       64.67     N/A       
          42.76     64.66     -13.26    
          42.76     64.65     -13.25    
          N/A       64.64     N/A       
          N/A       64.63     N/A       
          N/A       64.62     N/A       
          N/A       64.61     N/A       
          42.78     64.60     -13.22    
          42.78     64.59     -13.22    
          N/A       64.58     N/A       
          N/A       64.57     N/A       
          N/A       64.56     N/A       
          N/A       64.55     N/A       
          N/A       64.54     N/A       
          42.80     64.53     -13.18    
          42.81     64.52     -13.18    
          N/A       64.51     N/A       
          N/A       64.50     N/A       
          N/A       64.49     N/A       
          N/A       64.48     N/A       
          42.82     64.47     -13.14    
          42.83     64.46     -13.13    
          N/A       64.45     N/A       
          N/A       64.44     N/A       
          N/A       64.43     N/A       
          N/A       64.42     N/A       
          42.84     64.41     -13.10    
          42.85     64.40     -13.09    
          N/A       64.39     N/A       
          N/A       64.38     N/A       
          N/A       64.37     N/A       
          N/A       64.36     N/A       
          42.86     64.35     -13.05    
          42.86     64.34     -13.04    
          N/A       64.33     N/A       
          N/A       64.32     N/A       
          N/A       64.31     N/A       
          N/A       64.30     N/A       
          42.88     64.29     -12.99    
          42.88     64.28     -12.98    
          N/A       64.27     N/A       
          N/A       64.26     N/A       
          N/A       64.25     N/A       
          N/A       64.24     N/A       
          42.90     64.23     -12.93    
          42.90     64.22     -12.92    
          N/A       64.21     N/A       
          N/A       64.20     N/A       
          N/A       64.19     N/A       
          N/A       64.18     N/A       
          42.92     64.17     -12.86    
          42.92     64.16     -12.85    
          N/A       64.15     N/A       
          N/A       64.14     N/A       
          N/A       64.13     N/A       
          N/A       64.12     N/A       
          42.94     64.11     -12.79    
          42.94     64.10     -12.78    
          N/A       64.09     N/A       
          N/A       64.08     N/A       
          N/A       64.07     N/A       
          N/A       64.06     N/A       
          42.96     64.05     -12.72    
          42.96     64.04     -12.71    
          N/A       64.03     N/A       
          N/A       64.02     N/A       
          N/A       64.01     N/A       
          N/A       64.00     N/A       
